Name,Height,Weight,Base Experience,Abilities,Types,HP,Attack,Defense,Special Attack,Special Defense,Speed
Raticate-Totem-Alola,14,1050,145,"['gluttony', 'hustle', 'thick-fat']","['dark', 'normal']",75,71,70,40,80,77
Pikachu-Original-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Hoenn-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Sinnoh-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Unova-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Kalos-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Pikachu-Alola-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Raichu-Alola,7,210,243,['surge-surfer'],"['electric', 'psychic']",60,85,50,95,85,110
Sandshrew-Alola,7,400,60,"['snow-cloak', 'slush-rush']","['ice', 'steel']",50,75,90,10,35,40
Sandslash-Alola,12,550,158,"['snow-cloak', 'slush-rush']","['ice', 'steel']",75,100,120,25,65,65
Vulpix-Alola,6,99,60,"['snow-cloak', 'snow-warning']",['ice'],38,41,40,50,65,65
Ninetales-Alola,11,199,177,"['snow-cloak', 'snow-warning']","['ice', 'fairy']",73,67,75,81,100,109
Diglett-Alola,2,10,53,"['sand-veil', 'tangling-hair', 'sand-force']","['ground', 'steel']",10,55,30,35,45,90
Dugtrio-Alola,7,666,149,"['sand-veil', 'tangling-hair', 'sand-force']","['ground', 'steel']",35,100,60,50,70,110
Meowth-Alola,4,42,58,"['pickup', 'technician', 'rattled']",['dark'],40,35,35,50,40,90
Persian-Alola,11,330,154,"['fur-coat', 'technician', 'rattled']",['dark'],65,60,60,75,65,115
Geodude-Alola,4,203,60,"['magnet-pull', 'sturdy', 'galvanize']","['rock', 'electric']",40,80,100,30,30,20
Graveler-Alola,10,1100,137,"['magnet-pull', 'sturdy', 'galvanize']","['rock', 'electric']",55,95,115,45,45,35
Golem-Alola,17,3160,223,"['magnet-pull', 'sturdy', 'galvanize']","['rock', 'electric']",80,120,130,55,65,45
Grimer-Alola,7,420,65,"['poison-touch', 'gluttony', 'power-of-alchemy']","['poison', 'dark']",80,80,50,40,50,25
Muk-Alola,10,520,175,"['poison-touch', 'gluttony', 'power-of-alchemy']","['poison', 'dark']",105,105,75,65,100,50
Exeggutor-Alola,109,4156,186,"['frisk', 'harvest']","['grass', 'dragon']",95,105,85,125,75,45
Marowak-Alola,10,340,149,"['cursed-body', 'lightning-rod', 'rock-head']","['fire', 'ghost']",60,80,110,50,80,45
Greninja-Battle-Bond,15,400,239,['battle-bond'],"['water', 'dark']",72,95,67,103,71,122
Greninja-Ash,15,400,288,['battle-bond'],"['water', 'dark']",72,145,67,153,71,132
Zygarde-10-Power-Construct,12,335,243,['power-construct'],"['dragon', 'ground']",54,100,71,61,85,115
Zygarde-50-Power-Construct,50,3050,300,['power-construct'],"['dragon', 'ground']",108,100,121,81,95,95
Zygarde-Complete,45,6100,354,['power-construct'],"['dragon', 'ground']",216,100,121,91,95,85
Gumshoos-Totem,14,600,146,"['stakeout', 'strong-jaw', 'adaptability']",['normal'],88,110,60,55,60,45
Vikavolt-Totem,26,1475,225,['levitate'],"['bug', 'electric']",77,70,90,145,75,43
Oricorio-Pom-Pom,6,34,167,['dancer'],"['electric', 'flying']",75,70,70,98,70,93
Oricorio-Pau,6,34,167,['dancer'],"['psychic', 'flying']",75,70,70,98,70,93
Oricorio-Sensu,6,34,167,['dancer'],"['ghost', 'flying']",75,70,70,98,70,93
Lycanroc-Midnight,11,250,170,"['keen-eye', 'vital-spirit', 'no-guard']",['rock'],85,115,75,55,75,82
Wishiwashi-School,82,786,217,['schooling'],['water'],45,140,130,140,135,30
Lurantis-Totem,15,580,168,"['leaf-guard', 'contrary']",['grass'],70,105,90,80,90,45
Salazzle-Totem,21,810,168,"['corrosion', 'oblivious']","['poison', 'fire']",68,64,60,111,60,117
Minior-Orange-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Minior-Yellow-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Minior-Green-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Minior-Blue-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Minior-Indigo-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Minior-Violet-Meteor,3,400,154,['shields-down'],"['rock', 'flying']",60,60,100,60,100,60
Minior-Red,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Minior-Orange,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Minior-Yellow,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Minior-Green,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Minior-Blue,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Minior-Indigo,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Minior-Violet,3,3,175,['shields-down'],"['rock', 'flying']",60,100,60,100,60,120
Mimikyu-Busted,2,7,167,['disguise'],"['ghost', 'fairy']",55,90,80,50,105,96
Mimikyu-Totem-Disguised,4,28,167,['disguise'],"['ghost', 'fairy']",55,90,80,50,105,96
Mimikyu-Totem-Busted,4,28,167,['disguise'],"['ghost', 'fairy']",55,90,80,50,105,96
Kommo-O-Totem,24,2075,270,"['bulletproof', 'soundproof', 'overcoat']","['dragon', 'fighting']",75,110,125,100,105,85
Magearna-Original,10,805,300,['soul-heart'],"['steel', 'fairy']",80,95,115,130,115,65
Pikachu-Partner-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Marowak-Totem,17,980,149,"['cursed-body', 'lightning-rod', 'rock-head']","['fire', 'ghost']",60,80,110,50,80,45
Ribombee-Totem,4,20,162,"['honey-gather', 'shield-dust', 'sweet-veil']","['bug', 'fairy']",60,55,60,95,70,124
Rockruff-Own-Tempo,5,92,56,['own-tempo'],['rock'],45,65,40,30,40,60
Lycanroc-Dusk,8,250,170,['tough-claws'],['rock'],75,117,65,55,65,110
Araquanid-Totem,31,2175,159,"['water-bubble', 'water-absorb']","['water', 'bug']",68,70,92,50,132,42
Togedemaru-Totem,6,130,152,"['iron-barbs', 'lightning-rod', 'sturdy']","['electric', 'steel']",65,98,63,40,73,96
Necrozma-Dusk,38,4600,340,['prism-armor'],"['psychic', 'steel']",97,157,127,113,109,77
Necrozma-Dawn,42,3500,340,['prism-armor'],"['psychic', 'ghost']",97,113,109,157,127,77
Necrozma-Ultra,75,2300,339,['neuroforce'],"['psychic', 'dragon']",97,167,97,167,97,129
Pikachu-Starter,4,60,86,"['static', 'lightning-rod']",['electric'],45,80,50,75,60,120
Eevee-Starter,3,65,87,"['run-away', 'adaptability', 'anticipation']",['normal'],65,75,70,65,85,75
Pikachu-World-Cap,4,60,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Meowth-Galar,4,75,58,"['pickup', 'tough-claws', 'unnerve']",['steel'],50,65,55,40,40,40
Ponyta-Galar,8,240,82,"['run-away', 'pastel-veil', 'anticipation']",['psychic'],50,85,55,65,65,90
Rapidash-Galar,17,800,175,"['run-away', 'pastel-veil', 'anticipation']","['psychic', 'fairy']",65,100,70,80,80,105
Slowpoke-Galar,12,360,63,"['gluttony', 'own-tempo', 'regenerator']",['psychic'],90,65,65,40,40,15
Slowbro-Galar,16,705,172,"['quick-draw', 'own-tempo', 'regenerator']","['poison', 'psychic']",95,100,95,100,70,30
Farfetchd-Galar,8,420,132,"['steadfast', 'scrappy']",['fighting'],52,95,55,58,62,55
Weezing-Galar,30,160,172,"['levitate', 'neutralizing-gas', 'misty-surge']","['poison', 'fairy']",65,90,120,85,70,60
Mr-Mime-Galar,14,568,161,"['vital-spirit', 'screen-cleaner', 'ice-body']","['ice', 'psychic']",50,65,65,90,90,100
Articuno-Galar,17,509,290,['competitive'],"['psychic', 'flying']",90,85,85,125,100,95
Zapdos-Galar,16,582,290,['defiant'],"['fighting', 'flying']",90,125,90,85,90,100
Moltres-Galar,20,660,290,['berserk'],"['dark', 'flying']",90,85,90,100,125,90
Slowking-Galar,18,795,172,"['curious-medicine', 'own-tempo', 'regenerator']","['poison', 'psychic']",95,65,80,110,110,30
Corsola-Galar,6,5,144,"['weak-armor', 'cursed-body']",['ghost'],60,55,100,65,100,30
Zigzagoon-Galar,4,175,56,"['pickup', 'gluttony', 'quick-feet']","['dark', 'normal']",38,30,41,30,41,60
Linoone-Galar,5,325,147,"['pickup', 'gluttony', 'quick-feet']","['dark', 'normal']",78,70,61,50,61,100
Darumaka-Galar,7,400,63,"['hustle', 'inner-focus']",['ice'],70,90,45,15,45,50
Darmanitan-Galar-Standard,17,1200,168,"['gorilla-tactics', 'zen-mode']",['ice'],105,140,55,30,55,95
Darmanitan-Galar-Zen,17,1200,189,"['gorilla-tactics', 'zen-mode']","['ice', 'fire']",105,160,55,30,55,135
Yamask-Galar,5,15,61,['wandering-spirit'],"['ground', 'ghost']",38,55,85,30,65,30
Stunfisk-Galar,7,205,165,['mimicry'],"['ground', 'steel']",109,81,99,66,84,32
Zygarde-10,12,335,243,['aura-break'],"['dragon', 'ground']",54,100,71,61,85,115
Cramorant-Gulping,8,180,166,['gulp-missile'],"['flying', 'water']",70,85,55,85,95,85
Cramorant-Gorging,8,180,166,['gulp-missile'],"['flying', 'water']",70,85,55,85,95,85
Toxtricity-Low-Key,16,400,176,"['punk-rock', 'minus', 'technician']","['electric', 'poison']",75,98,70,114,70,75
Eiscue-Noice,14,890,165,['ice-face'],['ice'],75,80,70,65,50,130
Indeedee-Female,9,280,166,"['own-tempo', 'synchronize', 'psychic-surge']","['psychic', 'normal']",70,55,65,95,105,85
Morpeko-Hangry,3,30,153,['hunger-switch'],"['electric', 'dark']",58,95,58,70,58,97
Zacian-Crowned,28,3550,360,['intrepid-sword'],"['fairy', 'steel']",92,150,115,80,115,148
Zamazenta-Crowned,29,7850,360,['dauntless-shield'],"['fighting', 'steel']",92,120,140,80,140,128
Eternatus-Eternamax,1000,0,563,['pressure'],"['poison', 'dragon']",255,115,250,125,250,130
Urshifu-Rapid-Strike,19,1050,275,['unseen-fist'],"['fighting', 'water']",100,130,100,63,60,97
Zarude-Dada,18,700,300,['leaf-guard'],"['dark', 'grass']",105,120,105,70,95,105
Calyrex-Ice,24,8091,340,['as-one-glastrier'],"['psychic', 'ice']",100,165,150,85,130,50
Calyrex-Shadow,24,536,340,['as-one-spectrier'],"['psychic', 'ghost']",100,85,80,165,100,150
Venusaur-Gmax,240,10000,236,"['overgrow', 'chlorophyll']","['grass', 'poison']",80,82,83,100,100,80
Charizard-Gmax,280,10000,240,"['blaze', 'solar-power']","['fire', 'flying']",78,84,78,109,85,100
Blastoise-Gmax,250,10000,239,"['torrent', 'rain-dish']",['water'],79,83,100,85,105,78
Butterfree-Gmax,170,10000,178,"['compound-eyes', 'tinted-lens']","['bug', 'flying']",60,45,50,90,80,70
Pikachu-Gmax,210,10000,112,"['static', 'lightning-rod']",['electric'],35,55,40,50,50,90
Meowth-Gmax,330,10000,58,"['pickup', 'technician', 'unnerve']",['normal'],40,45,35,40,40,90
Machamp-Gmax,250,10000,227,"['guts', 'no-guard', 'steadfast']",['fighting'],90,130,80,65,85,55
Gengar-Gmax,200,10000,225,['cursed-body'],"['ghost', 'poison']",60,65,60,130,75,110
Kingler-Gmax,190,10000,166,"['hyper-cutter', 'shell-armor', 'sheer-force']",['water'],55,130,115,50,50,75
Lapras-Gmax,240,10000,187,"['water-absorb', 'shell-armor', 'hydration']","['water', 'ice']",130,85,80,85,95,60
Eevee-Gmax,180,10000,65,"['run-away', 'adaptability', 'anticipation']",['normal'],55,55,50,45,65,55
Snorlax-Gmax,350,10000,189,"['immunity', 'thick-fat', 'gluttony']",['normal'],160,110,65,65,110,30
Garbodor-Gmax,210,10000,166,"['stench', 'weak-armor', 'aftermath']",['poison'],80,95,82,60,82,75
Melmetal-Gmax,250,10000,270,['iron-fist'],['steel'],135,143,143,80,65,34
Rillaboom-Gmax,280,10000,265,"['overgrow', 'grassy-surge']",['grass'],100,125,90,60,70,85
Cinderace-Gmax,270,10000,265,"['blaze', 'libero']",['fire'],80,116,75,65,75,119
Inteleon-Gmax,400,10000,265,"['torrent', 'sniper']",['water'],70,85,65,125,65,120
Corviknight-Gmax,140,10000,248,"['pressure', 'unnerve', 'mirror-armor']","['flying', 'steel']",98,87,105,53,85,67
Orbeetle-Gmax,140,10000,253,"['swarm', 'frisk', 'telepathy']","['bug', 'psychic']",60,45,110,80,120,90
Drednaw-Gmax,240,10000,170,"['strong-jaw', 'shell-armor', 'swift-swim']","['water', 'rock']",90,115,90,48,68,74
Coalossal-Gmax,420,10000,255,"['steam-engine', 'flame-body', 'flash-fire']","['rock', 'fire']",110,80,120,80,90,30
Flapple-Gmax,240,10000,170,"['ripen', 'gluttony', 'hustle']","['grass', 'dragon']",70,110,80,95,60,70
Appletun-Gmax,240,10000,170,"['ripen', 'gluttony', 'thick-fat']","['grass', 'dragon']",110,85,80,100,80,30
Sandaconda-Gmax,220,10000,179,"['sand-spit', 'shed-skin', 'sand-veil']",['ground'],72,107,125,65,70,71
Toxtricity-Amped-Gmax,240,10000,176,"['punk-rock', 'plus', 'technician']","['electric', 'poison']",75,98,70,114,70,75
Centiskorch-Gmax,750,10000,184,"['flash-fire', 'white-smoke', 'flame-body']","['fire', 'bug']",100,115,65,90,90,65
Hatterene-Gmax,260,10000,255,"['healer', 'anticipation', 'magic-bounce']","['psychic', 'fairy']",57,90,95,136,103,29
Grimmsnarl-Gmax,320,10000,255,"['prankster', 'frisk', 'pickpocket']","['dark', 'fairy']",95,120,65,95,75,60
Alcremie-Gmax,300,10000,173,"['sweet-veil', 'aroma-veil']",['fairy'],65,60,75,110,121,64
Copperajah-Gmax,230,10000,175,"['sheer-force', 'heavy-metal']",['steel'],122,130,69,80,69,30
Duraludon-Gmax,430,10000,187,"['light-metal', 'heavy-metal', 'stalwart']","['steel', 'dragon']",70,95,115,120,50,85
Urshifu-Single-Strike-Gmax,290,10000,275,['unseen-fist'],"['fighting', 'dark']",100,130,100,63,60,97
Urshifu-Rapid-Strike-Gmax,260,10000,275,['unseen-fist'],"['fighting', 'water']",100,130,100,63,60,97
Toxtricity-Low-Key-Gmax,240,10000,176,"['punk-rock', 'minus', 'technician']","['electric', 'poison']",75,98,70,114,70,75
Growlithe-Hisui,8,227,70,"['intimidate', 'flash-fire', 'rock-head']","['fire', 'rock']",60,75,45,65,50,55
Arcanine-Hisui,20,1680,194,"['intimidate', 'flash-fire', 'rock-head']","['fire', 'rock']",95,115,80,95,80,90
Voltorb-Hisui,5,130,66,"['soundproof', 'static', 'aftermath']","['electric', 'grass']",40,30,50,55,55,100
Electrode-Hisui,12,710,172,"['soundproof', 'static', 'aftermath']","['electric', 'grass']",60,50,70,80,80,150
Typhlosion-Hisui,16,698,240,"['blaze', 'frisk']","['fire', 'ghost']",73,84,78,119,85,95
Qwilfish-Hisui,5,39,88,"['poison-point', 'swift-swim', 'intimidate']","['dark', 'poison']",65,95,85,55,55,85
Sneasel-Hisui,9,270,86,"['inner-focus', 'keen-eye', 'pickpocket']","['fighting', 'poison']",55,95,55,35,75,115
Samurott-Hisui,15,582,238,"['torrent', 'sharpness']","['water', 'dark']",90,108,80,100,65,85
Lilligant-Hisui,12,192,168,"['chlorophyll', 'hustle', 'leaf-guard']","['grass', 'fighting']",70,105,75,50,75,105
Zorua-Hisui,7,125,66,['illusion'],"['normal', 'ghost']",35,60,40,85,40,70
Zoroark-Hisui,16,730,179,['illusion'],"['normal', 'ghost']",55,100,60,125,60,110
Braviary-Hisui,17,434,179,"['keen-eye', 'sheer-force', 'tinted-lens']","['psychic', 'flying']",110,83,70,112,70,65
Sliggoo-Hisui,7,685,158,"['sap-sipper', 'shell-armor', 'gooey']","['steel', 'dragon']",58,75,83,83,113,40
Goodra-Hisui,17,3341,270,"['sap-sipper', 'shell-armor', 'gooey']","['steel', 'dragon']",80,100,100,110,150,60
Avalugg-Hisui,14,2624,180,"['strong-jaw', 'ice-body', 'sturdy']","['ice', 'rock']",95,127,184,34,36,38
Decidueye-Hisui,16,370,239,"['overgrow', 'scrappy']","['grass', 'fighting']",88,112,80,95,95,60
Dialga-Origin,70,8487,306,"['pressure', 'telepathy']","['steel', 'dragon']",100,100,120,150,120,90
Palkia-Origin,63,6590,306,"['pressure', 'telepathy']","['water', 'dragon']",90,100,100,150,120,120
Basculin-White-Striped,10,180,161,"['rattled', 'adaptability', 'mold-breaker']",['water'],70,92,65,80,55,98
Basculegion-Female,30,1100,265,"['swift-swim', 'adaptability', 'mold-breaker']","['water', 'ghost']",120,92,65,100,75,78
Enamorus-Therian,16,480,116,['overcoat'],"['fairy', 'flying']",74,115,110,135,100,46
Tauros-Paldea-Combat-Breed,14,1150,172,"['intimidate', 'anger-point', 'cud-chew']",['fighting'],75,110,105,30,70,100
Tauros-Paldea-Blaze-Breed,14,850,172,"['intimidate', 'anger-point', 'cud-chew']","['fighting', 'fire']",75,110,105,30,70,100
Tauros-Paldea-Aqua-Breed,14,1100,172,"['intimidate', 'anger-point', 'cud-chew']","['fighting', 'water']",75,110,105,30,70,100
Wooper-Paldea,4,110,42,"['poison-point', 'water-absorb', 'unaware']","['poison', 'ground']",55,45,45,25,25,15
Oinkologne-Female,10,1200,171,"['aroma-veil', 'gluttony', 'thick-fat']",['normal'],115,90,70,59,90,65
Dudunsparce-Three-Segment,45,474,182,"['serene-grace', 'run-away', 'rattled']",['normal'],125,100,80,85,75,55
Palafin-Hero,18,974,160,"['zero-to-hero', 'zero-to-hero']",['water'],100,160,97,106,87,100
Maushold-Family-Of-Three,3,28,165,"['friend-guard', 'cheek-pouch', 'technician']",['normal'],74,75,70,65,75,111
Tatsugiri-Droopy,3,80,166,"['commander', 'storm-drain']","['dragon', 'water']",68,50,60,120,95,82
Tatsugiri-Stretchy,3,80,166,"['commander', 'storm-drain']","['dragon', 'water']",68,50,60,120,95,82
Squawkabilly-Blue-Plumage,6,24,146,"['intimidate', 'hustle', 'guts']","['normal', 'flying']",82,96,51,45,51,92
Squawkabilly-Yellow-Plumage,6,24,146,"['intimidate', 'hustle', 'sheer-force']","['normal', 'flying']",82,96,51,45,51,92
Squawkabilly-White-Plumage,6,24,146,"['intimidate', 'hustle', 'sheer-force']","['normal', 'flying']",82,96,51,45,51,92
Gimmighoul-Roaming,1,10,60,"['run-away', 'run-away']",['ghost'],45,30,25,75,45,80
Koraidon-Limited-Build,35,3030,335,"['orichalcum-pulse', 'orichalcum-pulse']","['fighting', 'dragon']",100,135,115,85,100,135
Koraidon-Sprinting-Build,35,3030,335,"['orichalcum-pulse', 'orichalcum-pulse']","['fighting', 'dragon']",100,135,115,85,100,135
Koraidon-Swimming-Build,35,3030,335,"['orichalcum-pulse', 'orichalcum-pulse']","['fighting', 'dragon']",100,135,115,85,100,135
Koraidon-Gliding-Build,35,3030,335,"['orichalcum-pulse', 'orichalcum-pulse']","['fighting', 'dragon']",100,135,115,85,100,135
Miraidon-Low-Power-Mode,28,2400,335,"['hadron-engine', 'hadron-engine']","['electric', 'dragon']",100,85,100,135,115,135
Miraidon-Drive-Mode,28,2400,335,"['hadron-engine', 'hadron-engine']","['electric', 'dragon']",100,85,100,135,115,135
Miraidon-Aquatic-Mode,28,2400,335,"['hadron-engine', 'hadron-engine']","['electric', 'dragon']",100,85,100,135,115,135
Miraidon-Glide-Mode,28,2400,335,"['hadron-engine', 'hadron-engine']","['electric', 'dragon']",100,85,100,135,115,135
Ursaluna-Bloodmoon,24,2900,275,['minds-eye'],"['ground', 'normal']",113,70,120,135,65,52
Ogerpon-Wellspring-Mask,12,398,275,['water-absorb'],"['grass', 'water']",80,120,84,60,96,110
Ogerpon-Hearthflame-Mask,12,398,275,['mold-breaker'],"['grass', 'fire']",80,120,84,60,96,110
Ogerpon-Cornerstone-Mask,12,398,275,['sturdy'],"['grass', 'rock']",80,120,84,60,96,110
Terapagos-Terastal,3,160,90,['tera-shell'],['normal'],95,95,110,105,110,85
Terapagos-Stellar,17,770,90,['teraform-zero'],['normal'],160,105,110,130,110,85
